iter	Passed	Remaining
1496	184583	1048436
1497	184737	1048492
1498	184871	1048426
1499	184975	1048196
1500	185084	1047992
1501	185192	1047780
1502	185306	1047602
1503	185474	1047730
1504	185686	1048108
1505	185833	1048121
1506	185998	1048233
1507	186234	1048743
1508	186386	1048781
1509	186491	1048549
1510	186603	1048361
1511	186729	1048255
1512	186845	1048089
1513	186954	1047884
1514	187057	1047647
1515	187163	1047424
1516	187273	1047223
1517	187387	1047049
1518	187524	1047002
1519	187636	1046812
1520	187741	1046590
1521	187848	1046372
1522	187958	1046172
1523	188087	1046082
1524	188210	1045954
1525	188318	1045746
1526	188427	1045543
1527	188529	1045300
1528	188637	1045095
1529	188773	1045038
1530	188900	1044934
1531	189010	1044736
1532	189113	1044505
1533	189214	1044259
1534	189329	1044089
1535	189460	1044008
1536	189604	1043995
1537	189709	1043770
1538	189842	1043699
1539	190050	1044044
1540	190167	1043883
1541	190274	1043671
1542	190409	1043612
1543	190509	1043357
1544	190625	1043198
1545	190759	1043128
1546	190865	1042911
1547	190982	1042752
1548	191086	1042527
1549	191185	1042268
1550	191283	1042008
1551	191401	1041855
1552	191515	1041684
1553	191645	1041593
1554	191756	1041406
1555	191867	1041215
1556	191978	1041023
1557	192118	1040993
1558	192240	1040860
1559	192362	1040730
1560	192478	1040569
1561	192587	1040367
1562	192694	1040154
1563	192849	1040201
1564	192958	1040005
1565	193072	1039828
1566	193186	1039656
1567	193297	1039469
1568	193407	1039273
1569	193545	1039226
1570	193651	1039012
1571	193777	1038905
1572	193910	1038832
1573	194037	1038727
1574	194194	1038785
1575	194339	1038778
1576	194474	1038718
1577	194602	1038621
1578	194728	1038510
1579	194880	1038540
1580	195037	1038593
1581	195165	1038498
1582	195296	1038414
1583	195426	1038324
1584	195597	1038453
1585	195735	1038411
1586	195866	1038325
1587	195993	1038223
1588	196122	1038127
1589	196296	1038273
1590	196433	1038220
1591	196561	1038121
1592	196689	1038019
1593	196816	1037918
1594	196991	1038066
1595	197180	1038288
1596	197325	1038276
1597	197513	1038493
1598	197735	1038882
1599	197865	1038793
1600	197995	1038701
1601	198126	1038616
1602	198276	1038632
1603	198430	1038665
1604	198558	1038565
1605	198687	1038472
1606	198818	1038384
1607	199004	1038585
1608	199191	1038793
1609	199328	1038734
1610	199455	1038628
1611	199582	1038523
1612	199753	1038643
1613	199885	1038561
1614	200011	1038450
1615	200139	1038346
1616	200268	1038248
1617	200434	1038346
1618	200571	1038290
1619	200699	1038186
1620	200826	1038078
1621	200954	1037977
1622	201120	1038066
1623	201258	1038020
1624	201400	1037984
1625	201541	1037953
1626	201726	1038140
1627	201892	1038231
1628	202045	1038260
1629	202206	1038323
1630	202371	1038407
1631	202546	1038545
1632	202690	1038527
1633	202836	1038510
1634	202981	1038495
1635	203170	1038704
1636	203302	1038619
1637	203449	1038612
1638	203597	1038609
1639	203743	1038596
1640	203927	1038772
1641	204116	1038982
1642	204270	1039008
1643	204415	1038985
1644	204621	1039279
1645	204872	1039794
1646	205017	1039774
1647	205212	1040008
1648	205409	1040252
1649	205548	1040201
1650	205681	1040117
1651	205812	1040024
1652	205940	1039917
1653	206106	1040003
1654	206244	1039945
1655	206380	1039877
1656	206510	1039781
1657	206638	1039674
1658	206805	1039760
1659	206943	1039703
1660	207073	1039606
1661	207202	1039504
1662	207330	1039395
1663	207529	1039642
1664	207665	1039576
1665	207799	1039496
1666	207934	1039423
1667	208080	1039406
1668	208270	1039604
1669	208425	1039633
1670	208569	1039600
1671	208709	1039554
1672	208853	1039525
1673	209007	1039545
1674	209134	1039431
1675	209267	1039343
1676	209395	1039235
1677	209530	1039159
1678	209694	1039229
1679	209822	1039120
1680	209948	1039003
1681	210077	1038894
1682	210207	1038795
1683	210375	1038885
1684	210502	1038772
1685	210630	1038660
1686	210759	1038555
1687	210888	1038449
1688	211061	1038563
1689	211192	1038464
1690	211321	1038362
1691	211450	1038257
1692	211578	1038147
1693	211748	1038243
1694	211881	1038155
1695	212011	1038054
1696	212144	1037970
1697	212279	1037892
1698	212466	1038070
1699	212654	1038255
1700	212848	1038467
1701	213051	1038718
1702	213254	1038974
1703	213439	1039141
1704	213599	1039183
1705	213881	1039820
1706	214104	1040167
1707	214209	1039942
1708	214312	1039709
1709	214416	1039480
1710	214525	1039276
1711	214633	1039066
1712	214761	1038952
1713	214860	1038701
1714	214961	1038457
1715	215062	1038215
